activity_id,user_id,username,activity_type,ip_address,device,browser,location,login_count,timestamp,description
656,19,cfermori7,Logout,217.174.147.95,Lenovo ThinkPad,Microsoft Edge,Jiangxiangzhen,48,2024-08-18T22:49:26Z,User logged out from the account on Microsoft Edge.
657,4,spetyanini8,Password Change,30.212.172.112,Samsung Galaxy S22,Safari,Byera Village,56,2024-10-17T03:18:37Z,User changed their password at 2024-10-17T03:18:37Z.
658,24,awasselini9,Password Change,35.53.151.233,Samsung Galaxy S22,Brave,Bungursari,75,2024-01-24T14:56:18Z,Password changed from IP 35.53.151.233 on Samsung Galaxy S22.
659,29,kleninia,Password Change,197.154.85.46,Samsung Galaxy S22,Google Chrome,Taoyang,28,2024-11-16T02:21:54Z,Password modification successful for account.
660,45,opockeyib,Password Change,66.50.169.224,iPhone 14,Google Chrome,Mętków,90,2024-09-22T21:15:31Z,User reset their password after a security request.
661,46,vmccloryic,Password Change,212.129.212.121,Lenovo ThinkPad,Mozilla Firefox,Las Parejas,69,2023-12-03T02:19:21Z,Password reset completed for user.
662,27,ccasieroid,Password Change,211.176.180.117,iPhone 14,Safari,Odienné,44,2024-01-14T00:17:31Z,User reset their password after a security request.
663,45,nwadmanie,Logout,206.75.227.144,iPhone 14,Brave,Thiès Nones,41,2024-07-07T18:24:22Z,Session terminated for user on iPhone 14.
664,19,mambresinif,Login,36.253.139.156,Google Pixel 7,Mozilla Firefox,Mehendiganj,12,2024-01-02T03:37:26Z,User successfully logged into the system from Mehendiganj on Google Pixel 7.
665,25,bchedgeyig,Password Change,103.29.252.145,Xiaomi Mi 11,Safari,Ouani,95,2025-01-27T08:16:31Z,Password updated from Ouani on Xiaomi Mi 11.
666,16,esharpleih,Password Change,149.33.155.12,OnePlus 9,Opera,Nanjie,39,2024-08-25T22:50:03Z,Password reset completed for user.
667,43,wvalentinoii,Password Change,41.121.250.61,OnePlus 9,Opera,Bolembre,46,2024-08-02T16:04:32Z,Password updated from Bolembre on OnePlus 9.
668,29,gellphij,Login,24.218.39.235,MacBook Pro,Safari,Seredeyskiy,68,2025-01-15T00:04:38Z,New login detected from MacBook Pro in Seredeyskiy.
669,37,mdorgonik,Logout,132.146.77.166,Xiaomi Mi 11,Brave,Malusac,48,2024-12-26T16:52:54Z,Logout completed from Brave on Xiaomi Mi 11.
670,5,pweatherallil,Password Change,72.171.14.172,Dell XPS 13,Brave,Pañgobilian,63,2025-01-02T04:21:09Z,User reset their password after a security request.
671,9,jstrikeim,Login,10.48.128.241,Google Pixel 7,Google Chrome,Voyinka,74,2023-12-08T10:31:51Z,User successfully logged into the system from Voyinka on Google Pixel 7.
672,4,cbatropin,Logout,219.240.91.64,Lenovo ThinkPad,Safari,Zawiya,95,2024-10-07T00:36:37Z,User logged out of the system successfully.
673,10,tfraczekio,Login,190.144.138.210,Lenovo ThinkPad,Mozilla Firefox,Dashtobod,20,2024-05-31T01:03:52Z,User successfully logged into the system from Dashtobod on Lenovo ThinkPad.
674,41,lkenefordip,Logout,20.229.104.97,Dell XPS 13,Opera,Qizili,76,2024-09-19T15:42:08Z,Session terminated for user on Dell XPS 13.
675,1,dcoslittiq,Login,180.76.58.149,Google Pixel 7,Brave,Velké Karlovice,18,2024-04-24T20:52:51Z,User accessed the account via Brave from 180.76.58.149.
676,27,tkruschevir,Login,133.247.155.120,Lenovo ThinkPad,Safari,Partenit,30,2024-02-11T06:46:23Z,New login detected from Lenovo ThinkPad in Partenit.
677,17,lcardinalis,Login,194.19.212.254,Dell XPS 13,Safari,Qila Saifullāh,50,2024-02-14T15:14:04Z,User logged in from a new device: Dell XPS 13 at 2024-02-14T15:14:04Z.
678,26,kdumphreyit,Password Change,50.227.22.170,Dell XPS 13,Google Chrome,Pataha,13,2024-06-05T06:22:49Z,Password modification successful for account.
679,11,mstreakiu,Login,138.210.1.37,Xiaomi Mi 11,Mozilla Firefox,Rublëvo,57,2024-10-06T01:11:15Z,User accessed the account via Mozilla Firefox from 138.210.1.37.
680,38,usallansiv,Password Change,108.124.66.160,Lenovo ThinkPad,Google Chrome,Chelles,65,2024-08-14T14:44:50Z,User updated their account password.
681,22,idevliniw,Logout,85.109.18.234,HP Pavilion Laptop,Brave,Gracias,71,2024-11-29T04:42:09Z,Session terminated for user on HP Pavilion Laptop.
682,29,prozeaix,Logout,232.203.48.49,HP Pavilion Laptop,Google Chrome,General Levalle,38,2024-11-20T01:39:30Z,User logged out of the system successfully.
683,42,lweepersiy,Login,178.64.243.168,iPhone 14,Brave,Huangshagang,37,2024-02-10T13:24:12Z,User accessed the account via Brave from 178.64.243.168.
684,39,htailbyiz,Logout,17.215.178.249,Microsoft Surface Pro,Safari,Gbadolite,72,2024-11-04T14:44:27Z,User signed out from their account on Microsoft Surface Pro.
685,20,bwakefieldj0,Login,44.226.95.90,Xiaomi Mi 11,Brave,Kinsealy-Drinan,58,2024-10-30T02:44:43Z,User logged in from a new device: Xiaomi Mi 11 at 2024-10-30T02:44:43Z.
686,9,rdowtryj1,Logout,18.28.212.64,Google Pixel 7,Google Chrome,Gaotian,15,2024-04-12T05:38:52Z,Session terminated for user on Google Pixel 7.
687,23,mvanderlindej2,Login,182.77.160.196,HP Pavilion Laptop,Opera,Minbu,30,2024-07-03T16:37:18Z,Login attempt successful from Minbu using Opera.
688,24,rbradburnej3,Logout,168.66.215.80,HP Pavilion Laptop,Mozilla Firefox,Takahata,9,2023-12-28T14:03:07Z,User logged out from IP 168.66.215.80.
689,34,nwakerleyj4,Login,210.122.55.79,HP Pavilion Laptop,Safari,Mulyadadi,86,2024-09-04T12:44:22Z,New login detected from HP Pavilion Laptop in Mulyadadi.
690,4,rdurwardj5,Login,217.79.219.178,MacBook Pro,Brave,Trelleborg,63,2024-01-18T16:20:00Z,Login attempt successful from Trelleborg using Brave.
691,6,cvinecombej6,Password Change,17.122.8.11,Lenovo ThinkPad,Microsoft Edge,Xiting,45,2024-03-22T15:41:02Z,User updated security credentials successfully.
692,24,pbahlsj7,Login,59.71.80.122,OnePlus 9,Mozilla Firefox,Quartier Morin,17,2024-05-04T14:12:43Z,User logged in from IP 59.71.80.122 using Mozilla Firefox on OnePlus 9.
693,18,emiramsj8,Password Change,65.121.191.62,OnePlus 9,Brave,Ccatca,0,2024-08-27T01:44:01Z,User updated their account password.
694,18,kshorthillj9,Password Change,75.172.211.140,HP Pavilion Laptop,Google Chrome,Saint-Amand-les-Eaux,13,2024-07-24T07:02:05Z,User updated security credentials successfully.
695,46,hhalwoodja,Password Change,231.23.0.80,Xiaomi Mi 11,Mozilla Firefox,Al Ma‘allā’,27,2023-12-11T10:53:15Z,Password changed from IP 231.23.0.80 on Xiaomi Mi 11.
696,1,pnewcomenjb,Login,134.150.209.30,OnePlus 9,Microsoft Edge,Kanthararom,54,2024-07-10T11:59:45Z,User logged in from a new device: OnePlus 9 at 2024-07-10T11:59:45Z.
697,36,obanatjc,Logout,157.27.196.110,iPhone 14,Safari,Färgelanda,9,2024-01-25T13:01:25Z,Logout completed from Safari on iPhone 14.
698,7,estatonjd,Logout,96.96.193.42,Lenovo ThinkPad,Safari,Lingzhi,77,2024-04-19T21:12:57Z,Session closed from IP 96.96.193.42 and Lenovo ThinkPad.
699,12,ldalglishje,Password Change,127.70.52.33,iPhone 14,Safari,Nova Kakhovka,82,2024-03-11T20:53:39Z,User reset their password after a security request.
700,20,mnasseyjf,Login,97.15.161.159,MacBook Pro,Opera,Zárkos,11,2025-01-13T14:42:01Z,New login detected from MacBook Pro in Zárkos.
701,37,vduffjg,Password Change,122.239.110.6,HP Pavilion Laptop,Mozilla Firefox,Jadowniki,60,2024-01-03T15:30:01Z,Password updated from Jadowniki on HP Pavilion Laptop.
702,24,wgianettinijh,Password Change,214.200.37.10,iPhone 14,Google Chrome,Praga Północ,81,2024-10-01T17:17:09Z,User changed their password at 2024-10-01T17:17:09Z.
703,23,npondeji,Password Change,216.80.193.195,MacBook Pro,Opera,Atolina,0,2024-05-18T06:47:57Z,Password modification successful for account.
704,12,dcotterilljj,Password Change,212.163.46.191,MacBook Pro,Safari,Masaguisi,56,2024-12-28T11:48:43Z,User changed password successfully.
705,29,edalzielljk,Logout,180.207.140.28,OnePlus 9,Safari,Xijiadian,16,2024-12-29T00:34:54Z,User logged out of the system successfully.
706,36,cflecknoejl,Logout,130.166.108.18,Xiaomi Mi 11,Opera,Evansville,79,2024-03-02T15:13:48Z,User logged out of the system successfully.
707,38,gemblenjm,Password Change,177.236.235.104,Dell XPS 13,Google Chrome,Bendosari,17,2024-07-17T14:34:33Z,User updated security credentials successfully.
708,1,aallewelljn,Password Change,32.196.142.203,OnePlus 9,Opera,Wādī as Sīr,41,2024-09-14T22:17:07Z,Password reset completed for user.
709,32,eburgisijo,Logout,178.86.37.93,Microsoft Surface Pro,Brave,Karang,78,2024-09-02T16:23:59Z,Session closed from IP 178.86.37.93 and Microsoft Surface Pro.
710,30,oaitkenjp,Logout,254.179.1.222,Google Pixel 7,Microsoft Edge,Taozhuang,99,2024-07-10T23:41:17Z,User ended their session from Google Pixel 7 at 2024-07-10T23:41:17Z.
711,40,jcrehanjq,Logout,151.15.189.182,Microsoft Surface Pro,Brave,Verkhnya Syrovatka,34,2024-05-30T06:20:02Z,Logout completed from Brave on Microsoft Surface Pro.
712,23,rpolkjr,Logout,218.113.5.237,Microsoft Surface Pro,Brave,Mozdok,11,2024-08-11T07:41:12Z,Session terminated for user on Microsoft Surface Pro.
713,8,cmenurejs,Login,157.205.204.26,iPhone 14,Microsoft Edge,Manjo,2,2024-05-11T20:10:40Z,User logged in from IP 157.205.204.26 using Microsoft Edge on iPhone 14.
714,7,dfouracrejt,Login,228.62.250.100,OnePlus 9,Microsoft Edge,Bontoc,20,2025-01-30T10:02:09Z,New login detected from OnePlus 9 in Bontoc.
715,49,kszymanskiju,Password Change,8.50.188.253,Google Pixel 7,Safari,Zhendong,22,2024-04-25T01:44:04Z,Password reset completed for user.
716,34,wbleddonjv,Login,44.105.34.192,Microsoft Surface Pro,Opera,Hongkou,75,2024-01-29T02:57:54Z,User accessed the account via Opera from 44.105.34.192.
717,24,aivicjw,Logout,73.131.195.221,OnePlus 9,Mozilla Firefox,Kukichūō,27,2023-12-15T13:45:04Z,Session closed from IP 73.131.195.221 and OnePlus 9.
718,14,efirebracejx,Password Change,176.99.255.154,Samsung Galaxy S22,Microsoft Edge,Hüremt,11,2024-07-06T23:32:43Z,Password modification successful for account.
719,21,wratejy,Login,49.220.231.103,MacBook Pro,Safari,Bahuang,34,2024-01-12T21:47:08Z,User logged in from IP 49.220.231.103 using Safari on MacBook Pro.
720,16,efigginsjz,Login,16.41.146.249,Xiaomi Mi 11,Opera,Santo Antônio do Içá,58,2024-11-12T01:14:06Z,User logged in from a new device: Xiaomi Mi 11 at 2024-11-12T01:14:06Z.
721,13,bfrapwellk0,Login,104.132.227.77,Xiaomi Mi 11,Opera,Maesan,20,2025-01-13T06:00:47Z,User accessed the account via Opera from 104.132.227.77.
722,26,imounseyk1,Login,128.29.214.222,iPhone 14,Mozilla Firefox,Ganta,52,2025-01-26T07:03:08Z,User successfully logged into the system from Ganta on iPhone 14.
723,32,achasmark2,Logout,250.108.161.224,Google Pixel 7,Opera,Tadotsu,6,2024-07-27T14:30:25Z,User ended their session from Google Pixel 7 at 2024-07-27T14:30:25Z.
724,26,foglek3,Login,110.108.139.39,MacBook Pro,Safari,Pilar,73,2024-05-02T04:19:07Z,User accessed the account via Safari from 110.108.139.39.
725,23,mmateescuk4,Login,34.85.58.220,Microsoft Surface Pro,Safari,Vila Alva,48,2024-05-11T09:43:34Z,User logged in from IP 34.85.58.220 using Safari on Microsoft Surface Pro.
726,47,ljervoisek5,Login,27.137.159.136,Xiaomi Mi 11,Mozilla Firefox,Dūkštas,62,2024-07-04T06:56:22Z,User logged in from a new device: Xiaomi Mi 11 at 2024-07-04T06:56:22Z.
727,39,ebirkinshawk6,Logout,113.66.6.158,Lenovo ThinkPad,Opera,Fresno,63,2024-10-18T05:35:33Z,User logged out from the account on Opera.
728,49,kvakhonink7,Password Change,160.63.231.87,OnePlus 9,Brave,Qŭrghontepa,24,2024-01-16T00:14:10Z,User updated security credentials successfully.
729,18,aboatswaink8,Login,68.41.33.59,Microsoft Surface Pro,Brave,Nong Kung Si,91,2023-12-31T19:05:31Z,Login attempt successful from Nong Kung Si using Brave.
730,31,vcaplisk9,Logout,99.149.160.87,HP Pavilion Laptop,Brave,Torres Novas,80,2024-08-04T02:54:47Z,User logged out of the system successfully.
731,17,crussonka,Logout,180.91.201.101,Dell XPS 13,Mozilla Firefox,Yuscarán,73,2024-01-27T09:11:54Z,User logged out of the system successfully.
732,49,dhanwrightkb,Login,66.224.233.143,Xiaomi Mi 11,Opera,Chimen,51,2024-08-08T21:45:29Z,Login attempt successful from Chimen using Opera.
733,9,sbarnsdalekc,Logout,109.103.1.76,HP Pavilion Laptop,Safari,Baimaqiao,63,2024-05-07T19:12:07Z,Session terminated for user on HP Pavilion Laptop.
734,31,jburrilkd,Login,141.155.237.100,Google Pixel 7,Brave,Załuski,21,2024-07-18T05:08:03Z,User accessed the account via Brave from 141.155.237.100.
735,31,pvoffke,Logout,52.49.212.26,Dell XPS 13,Microsoft Edge,Luorong,86,2024-11-03T21:33:06Z,User logged out from IP 52.49.212.26.
736,37,miliffekf,Password Change,201.46.119.175,Xiaomi Mi 11,Opera,Barbosa,37,2024-02-10T16:52:05Z,Password reset completed for user.
737,5,tfabbkg,Login,93.178.249.77,Samsung Galaxy S22,Opera,Santa Cruz do Sul,41,2024-11-28T15:00:22Z,User successfully logged into the system from Santa Cruz do Sul on Samsung Galaxy S22.
738,26,vfearekh,Password Change,235.97.73.93,iPhone 14,Safari,Psevdás,26,2025-01-15T14:04:40Z,User reset their password after a security request.
739,50,mdeaguirreki,Password Change,168.210.104.172,Xiaomi Mi 11,Safari,Chiang Khan,53,2024-12-26T12:15:06Z,Password changed from IP 168.210.104.172 on Xiaomi Mi 11.
740,44,ijurakj,Login,246.173.199.228,iPhone 14,Safari,Ormstown,99,2024-01-15T20:53:31Z,User logged in from IP 246.173.199.228 using Safari on iPhone 14.
741,49,amoykk,Login,81.73.111.211,Xiaomi Mi 11,Google Chrome,Shuiji,75,2024-11-15T05:35:21Z,User accessed the account via Google Chrome from 81.73.111.211.
742,40,cbriggskl,Login,95.253.159.70,HP Pavilion Laptop,Mozilla Firefox,Zagórów,17,2024-08-30T10:42:14Z,Login detected from Zagórów using HP Pavilion Laptop.
743,19,jguidokm,Login,203.234.2.206,OnePlus 9,Mozilla Firefox,Cetinje,47,2024-10-13T22:02:04Z,User accessed the account via Mozilla Firefox from 203.234.2.206.
744,33,lszymanskikn,Password Change,158.140.33.202,Dell XPS 13,Microsoft Edge,San Jose,57,2025-01-29T14:09:50Z,User updated security credentials successfully.
745,40,drowlinsonko,Password Change,216.73.83.151,Microsoft Surface Pro,Brave,Stockholm,71,2024-03-12T07:27:21Z,User reset their password after a security request.
746,15,rbraitlingkp,Login,122.242.106.118,Dell XPS 13,Safari,Wuqu,91,2024-04-01T22:08:46Z,New login detected from Dell XPS 13 in Wuqu.
747,34,gbilyardkq,Password Change,212.149.222.143,Google Pixel 7,Google Chrome,La Huerta,7,2024-06-30T11:33:41Z,User reset their password after a security request.
748,38,acochkr,Login,140.207.166.87,Google Pixel 7,Microsoft Edge,Rawasan,23,2024-07-10T02:17:10Z,Login attempt successful from Rawasan using Microsoft Edge.
749,37,bcusworthks,Logout,62.81.251.8,MacBook Pro,Safari,Le Mans,67,2024-05-18T01:11:42Z,Logout detected from Le Mans using MacBook Pro.
750,46,roregankt,Login,32.24.254.61,MacBook Pro,Microsoft Edge,Cirangkong,35,2024-09-02T23:55:16Z,Login detected from Cirangkong using MacBook Pro.
751,34,thrinchenkoku,Logout,231.175.190.70,MacBook Pro,Opera,Paris 13,24,2024-10-01T16:52:33Z,User logged out from the account on Opera.
752,13,gstoakskv,Login,145.249.171.161,Xiaomi Mi 11,Microsoft Edge,Zhourui,25,2024-12-14T11:40:30Z,User logged in from IP 145.249.171.161 using Microsoft Edge on Xiaomi Mi 11.
753,32,hshimwallkw,Logout,156.123.114.66,Google Pixel 7,Opera,Itaporanga,38,2024-02-08T04:51:03Z,User logged out from IP 156.123.114.66.
754,48,zfarresskx,Password Change,238.228.241.57,MacBook Pro,Safari,Nuradilovo,87,2024-09-17T22:46:53Z,User changed password successfully.
755,26,jmahaddyky,Logout,68.231.150.183,Microsoft Surface Pro,Brave,Topeka,54,2024-10-18T03:26:15Z,User ended their session from Microsoft Surface Pro at 2024-10-18T03:26:15Z.
756,1,hdibiasiokz,Login,235.160.162.215,Lenovo ThinkPad,Mozilla Firefox,Municipio de Copacabana,21,2024-10-29T10:40:13Z,User successfully logged into the system from Municipio de Copacabana on Lenovo ThinkPad.
757,13,lliepinal0,Logout,220.171.218.138,Google Pixel 7,Brave,Dolní Cerekev,4,2024-04-16T11:59:46Z,User logged out of the system successfully.
758,24,rfarnishl1,Login,104.170.20.44,Microsoft Surface Pro,Mozilla Firefox,Kinsale,10,2025-01-18T19:57:19Z,Login detected from Kinsale using Microsoft Surface Pro.
759,15,cnoddlesl2,Login,153.163.60.101,HP Pavilion Laptop,Mozilla Firefox,Americana,26,2024-04-29T13:25:44Z,New login detected from HP Pavilion Laptop in Americana.
760,18,mmcanellyel3,Password Change,49.4.123.52,Lenovo ThinkPad,Opera,Monteiro,9,2024-06-17T09:44:11Z,User reset their password after a security request.
761,28,cnewtonl4,Logout,75.194.79.202,Xiaomi Mi 11,Mozilla Firefox,Sansheng,89,2025-01-12T16:01:55Z,Logout detected from Sansheng using Xiaomi Mi 11.
762,49,hbrodheadl5,Login,115.191.35.204,Microsoft Surface Pro,Opera,Pomabamba,3,2024-09-06T03:56:43Z,User logged in from a new device: Microsoft Surface Pro at 2024-09-06T03:56:43Z.
763,34,ctarquinil6,Login,83.116.143.36,Samsung Galaxy S22,Brave,Lukhovka,57,2024-02-16T21:20:06Z,User logged in from a new device: Samsung Galaxy S22 at 2024-02-16T21:20:06Z.
764,43,molijvel7,Logout,91.140.245.25,Xiaomi Mi 11,Safari,Ladhewāla Warāich,70,2024-10-25T11:45:07Z,User signed out from their account on Xiaomi Mi 11.
765,45,apoppyl8,Login,175.173.36.179,Lenovo ThinkPad,Opera,Achadinha,88,2024-05-27T21:07:05Z,New login detected from Lenovo ThinkPad in Achadinha.
766,24,rbilovskyl9,Login,3.246.72.27,iPhone 14,Mozilla Firefox,San Carlos,81,2025-01-10T08:26:51Z,User logged in from IP 3.246.72.27 using Mozilla Firefox on iPhone 14.
767,13,ecarrabotla,Logout,121.163.87.155,Microsoft Surface Pro,Mozilla Firefox,Buenaventura,32,2025-01-31T05:10:52Z,User signed out from their account on Microsoft Surface Pro.
768,18,mfostlb,Logout,111.84.41.244,Google Pixel 7,Brave,Gorshechnoye,57,2024-06-03T00:31:02Z,User logged out from IP 111.84.41.244.
769,34,sselflc,Logout,102.122.208.158,Google Pixel 7,Microsoft Edge,Letlhakeng,76,2023-12-24T08:48:22Z,User logged out from the account on Microsoft Edge.
770,36,cgofordld,Password Change,17.150.28.88,MacBook Pro,Mozilla Firefox,Xinqiao,43,2024-11-13T03:41:03Z,User changed their password at 2024-11-13T03:41:03Z.
771,22,sdohmannle,Login,221.203.182.118,Samsung Galaxy S22,Brave,Avellaneda,60,2024-08-28T07:15:20Z,Login attempt successful from Avellaneda using Brave.
772,24,mfranylf,Login,134.10.239.150,Microsoft Surface Pro,Brave,Thị Trấn Phước Bửu,90,2024-02-25T09:26:55Z,User accessed the account via Brave from 134.10.239.150.
773,11,rdadswelllg,Logout,83.53.26.233,HP Pavilion Laptop,Mozilla Firefox,Yonezawa,30,2024-11-22T05:20:10Z,User logged out of the system successfully.
774,5,cdoddemeadelh,Login,206.40.255.16,MacBook Pro,Google Chrome,Bujumbura,1,2024-07-20T21:02:12Z,Login detected from Bujumbura using MacBook Pro.
775,21,rfrancescli,Logout,90.69.21.37,iPhone 14,Microsoft Edge,Bamusso,24,2024-06-24T01:08:02Z,User signed out from their account on iPhone 14.
776,10,sdowalllj,Login,197.163.211.78,Samsung Galaxy S22,Safari,Santa Monica,80,2024-09-26T04:14:33Z,User successfully logged into the system from Santa Monica on Samsung Galaxy S22.
777,42,fmessenbirdlk,Login,85.81.56.115,MacBook Pro,Opera,Al ‘Azīzīyah,70,2024-01-15T11:01:59Z,User accessed the account via Opera from 85.81.56.115.
778,12,bcroneenll,Password Change,100.160.225.165,MacBook Pro,Microsoft Edge,Mahdalynivka,40,2024-06-05T14:50:08Z,Password updated from Mahdalynivka on MacBook Pro.
779,4,mworrilllm,Login,55.237.63.197,iPhone 14,Google Chrome,Tsushima,61,2024-07-02T12:37:42Z,Login detected from Tsushima using iPhone 14.
780,24,trolingsonln,Logout,121.209.153.15,iPhone 14,Opera,Taoshan,38,2024-05-13T11:33:05Z,Session closed from IP 121.209.153.15 and iPhone 14.
781,45,ldeyelo,Logout,245.112.97.129,Samsung Galaxy S22,Brave,Keroak,60,2024-11-29T08:54:11Z,User ended their session from Samsung Galaxy S22 at 2024-11-29T08:54:11Z.
782,8,llucialp,Login,198.33.169.5,Samsung Galaxy S22,Microsoft Edge,Larvik,59,2024-01-07T19:07:39Z,User logged in from IP 198.33.169.5 using Microsoft Edge on Samsung Galaxy S22.
783,1,dmarfelllq,Login,208.206.177.231,Microsoft Surface Pro,Brave,Non Sila,75,2024-04-03T05:48:02Z,User logged in from a new device: Microsoft Surface Pro at 2024-04-03T05:48:02Z.
784,50,mcapperlr,Logout,25.178.166.40,OnePlus 9,Brave,Stanovoye,88,2024-07-16T05:25:37Z,Logout detected from Stanovoye using OnePlus 9.
785,24,kpresswellls,Logout,154.30.62.209,Xiaomi Mi 11,Brave,Khorramābād,26,2024-07-31T11:56:46Z,User logged out from IP 154.30.62.209.
786,31,kwichardlt,Password Change,40.188.160.215,Samsung Galaxy S22,Google Chrome,Koanara,94,2023-12-07T01:01:16Z,Password updated from Koanara on Samsung Galaxy S22.
787,2,wflippellilu,Password Change,194.92.111.185,Google Pixel 7,Google Chrome,Peuteuy,68,2023-12-15T20:41:34Z,User changed password successfully.
788,13,tvarnhamlv,Logout,159.151.165.94,Xiaomi Mi 11,Mozilla Firefox,Nanlang,7,2024-04-16T16:07:04Z,Session terminated for user on Xiaomi Mi 11.
789,16,kgrabieclw,Password Change,243.17.17.16,Dell XPS 13,Brave,Yuxin,75,2024-11-24T09:32:19Z,Password reset completed for user.
790,23,fchilleslx,Logout,17.241.159.127,OnePlus 9,Google Chrome,Höganäs,73,2024-10-05T06:43:11Z,Logout completed from Google Chrome on OnePlus 9.
791,35,fhourstonly,Password Change,179.176.239.125,Microsoft Surface Pro,Google Chrome,Yang Chum Noi,39,2024-12-26T18:52:02Z,Password modification successful for account.
792,14,pmarialz,Login,197.84.14.204,Lenovo ThinkPad,Brave,Xishan,58,2024-06-16T11:58:49Z,User logged in from mobile device Lenovo ThinkPad using Brave.
793,36,hdietmarm0,Logout,172.191.137.147,Lenovo ThinkPad,Brave,Dawung,99,2024-11-25T21:28:29Z,Session closed from IP 172.191.137.147 and Lenovo ThinkPad.
794,30,badamovskym1,Logout,94.227.24.127,iPhone 14,Brave,Padhahegha,55,2024-07-09T13:19:38Z,User logged out from the account on Brave.
795,31,ggiacopinim2,Password Change,55.136.201.137,Dell XPS 13,Google Chrome,Miasteczko Śląskie,20,2024-06-24T16:18:04Z,Password reset completed for user.
796,27,rpretoriusm3,Logout,38.215.214.1,Lenovo ThinkPad,Microsoft Edge,Xinlin,99,2024-01-04T14:50:08Z,User logged out of the system successfully.
797,30,tbacksonm4,Login,83.60.172.128,HP Pavilion Laptop,Brave,Jaquimeyes,30,2024-07-31T14:07:35Z,User logged in from IP 83.60.172.128 using Brave on HP Pavilion Laptop.
798,7,jvalentam5,Password Change,25.62.15.47,Google Pixel 7,Mozilla Firefox,Calanogas,99,2024-03-14T19:36:11Z,Password reset completed for user.
799,14,lselfm6,Login,184.62.217.169,MacBook Pro,Opera,Ribafria,19,2024-07-03T00:39:21Z,User logged in from mobile device MacBook Pro using Opera.
800,39,hpayem7,Logout,138.213.249.130,OnePlus 9,Mozilla Firefox,El Zapotal del Norte,47,2024-08-19T06:05:21Z,Logout completed from Mozilla Firefox on OnePlus 9.
801,22,bscothronm8,Login,115.106.188.35,iPhone 14,Brave,K’ulashi,70,2024-12-23T16:28:02Z,User logged in from IP 115.106.188.35 using Brave on iPhone 14.
802,29,wburrusm9,Logout,166.167.192.99,Xiaomi Mi 11,Brave,Lidu,12,2024-07-10T07:44:46Z,User logged out from the account on Brave.
803,2,rcrotherma,Password Change,114.111.118.197,OnePlus 9,Google Chrome,Bonriki Village,39,2024-04-25T11:18:56Z,User changed their password at 2024-04-25T11:18:56Z.
804,28,bjohnceymb,Password Change,124.246.67.35,Xiaomi Mi 11,Brave,Tawen Aobao,45,2024-11-23T07:23:35Z,Password modification successful for account.
805,34,bchattawaymc,Login,27.216.240.198,OnePlus 9,Opera,San Andrés,6,2024-10-20T11:20:09Z,Login attempt successful from San Andrés using Opera.
806,50,bstoneymd,Password Change,165.203.208.125,Samsung Galaxy S22,Mozilla Firefox,Arboga,92,2024-07-06T14:43:35Z,Password changed from IP 165.203.208.125 on Samsung Galaxy S22.
807,39,bpatiseme,Login,207.142.252.19,Microsoft Surface Pro,Brave,Zavoronezhskoye,41,2024-05-12T10:03:06Z,User successfully logged into the system from Zavoronezhskoye on Microsoft Surface Pro.
808,26,wbimsmf,Logout,233.137.132.227,Microsoft Surface Pro,Opera,Salaza,30,2024-11-23T09:09:02Z,User logged out from IP 233.137.132.227.
809,3,cdawidsohnmg,Logout,178.243.168.220,Microsoft Surface Pro,Opera,Chernigovka,41,2024-01-16T04:09:26Z,Session terminated for user on Microsoft Surface Pro.
810,27,nvalentinettimh,Login,172.71.81.176,HP Pavilion Laptop,Opera,Vol’no-Nadezhdinskoye,36,2024-05-27T00:07:39Z,User logged in from IP 172.71.81.176 using Opera on HP Pavilion Laptop.
811,3,mcoldbathmi,Login,58.119.182.197,OnePlus 9,Safari,Levashi,14,2024-05-07T23:02:03Z,User successfully logged into the system from Levashi on OnePlus 9.
812,25,praecroftmj,Login,126.249.249.166,Xiaomi Mi 11,Opera,Vilarelho,20,2024-11-13T09:50:38Z,User successfully logged into the system from Vilarelho on Xiaomi Mi 11.
813,4,rwitchardmk,Password Change,97.198.41.206,HP Pavilion Laptop,Brave,Al ‘Ulá,24,2024-05-20T21:35:43Z,Password reset completed for user.
814,16,acumesml,Logout,81.11.183.248,Lenovo ThinkPad,Safari,Xintang,48,2024-06-28T19:00:22Z,Session terminated for user on Lenovo ThinkPad.
815,30,rfranekmm,Logout,185.101.45.208,OnePlus 9,Brave,Novopokrovskaya,36,2024-08-18T22:28:12Z,User logged out of the system successfully.
816,20,remberymn,Password Change,243.108.165.109,Dell XPS 13,Microsoft Edge,Myingyan,23,2024-06-01T13:23:36Z,User updated their account password.
817,46,ttrotmanmo,Password Change,2.22.206.190,Google Pixel 7,Safari,Zhangjiang,80,2024-10-16T01:24:16Z,Password reset completed for user.
818,49,gbraffingtonmp,Password Change,166.139.241.182,Dell XPS 13,Microsoft Edge,Bralin,88,2023-12-02T12:17:43Z,User updated their account password.
819,6,aallattmq,Logout,69.31.252.203,MacBook Pro,Google Chrome,München,35,2025-01-26T11:41:02Z,Logout detected from München using MacBook Pro.
820,22,sbraithwaitemr,Login,148.75.22.0,Google Pixel 7,Opera,Opuzen,45,2024-02-05T03:03:54Z,User logged in from mobile device Google Pixel 7 using Opera.
821,15,dtrenchms,Password Change,15.101.130.99,Lenovo ThinkPad,Opera,Újezd,35,2024-04-14T13:22:39Z,Password reset completed for user.
